Publication Year,Document Title,ISSN,Journal Title,Volume,Issue,<1999,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Subtotal,>2024,Total
2014,Credit default sharing instead of credit default swaps: Toward a more sustainable financial system,213624,Journal of Economic Issues,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,5,0,5
2014,Quantifying culture: Problems and promises,213624,Journal of Economic Issues,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,2,1,0,0,2,0,16,0,16
2014,Thorstein veblen and albert bandura: A modern psychological reading of the conspicuous consumer,213624,Journal of Economic Issues,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,6,0,6
2014,Foreclosure crisis and innovative policy responses: A constructive critique,213624,Journal of Economic Issues,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,3
2014,Competition under consumer loss aversion,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,4,2,5,4,2,6,37,0,37
2014,Calling circles: Network competition with nonuniform calling patterns,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,0,0,3,2,0,0,15,0,15
2014,Economics of education research and its role in the making of education policy,1435671,Fiscal Studies,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,4
2014,A wealth tax on the rich to bring down public debt? Revenue and distributional effects of a capital levy in Germany,1435671,Fiscal Studies,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,2,1,6,3,3,0,23,0,23
2014,The flexible coefficient multinomial logit (FC-MNL) model of demand for differentiated products,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,0,1,15,0,15
2014,Adverse selection in the used-car market: Evidence from purchase and repair patterns in the Consumer Expenditure Survey,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,1,2,11,0,11
2014,Income equality in a course of Indonesian development,2175908,Singapore Economic Review,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Market structure and gender disparity in health care: Preferences, competition, and quality of care",7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,2,8,0,8
2014,Naked exclusion with minimum-share requirements,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3,2,2,3,16,0,16
2014,Response of tax credit claims to tax enforcement: Evidence from a quasi-experiment in Chile,1435671,Fiscal Studies,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,0,0,8,0,8
2014,The determinants of the volatility of fiscal policy discretion,1435671,Fiscal Studies,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,4,2,2,3,19,0,19
2014,Communication and authority with a partially informed expert,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,1,0,8,0,8
2014,The welfare effects of third-degree price discrimination in intermediate good markets: The case of bargaining,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,4,3,3,9,4,4,36,0,36
2014,Insurer pricing and consumer welfare: Evidence from Medigap,7416261,RAND Journal of Economics,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,6,5,4,3,4,5,1,47,0,47
2014,Free immigration and welfare access: The swedish experience,1435671,Fiscal Studies,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,2,0,6,0,2,18,0,18
2014,A new look at residential electricity demand using household expenditure data,1677187,International Journal of Industrial Organization,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,6,11,10,6,12,6,3,71,0,71
2014,The World Bank and core labour standards: Between flexibility and regulation,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,3,2,0,1,1,14,0,14
2014,On multivariate extensions of Conditional-Tail-Expectation,1676687,Insurance: Mathematics and Economics,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,6,3,3,0,4,2,4,29,0,29
2014,Expectations of returns and expected returns,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,11,24,37,35,37,69,70,52,59,407,2,409
2014,Expected returns and dividend growth rates implied by derivative markets,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,5,7,7,4,4,42,0,42
2014,Solutions to the Agricultural Research Funding Conundrum,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
2014,Speculation and hedging in segmented markets,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,8,2,8,6,8,7,54,0,54
2014,Preventing zombie lending,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,3,7,8,10,18,57,0,57
2014,A geometric approach to revealed preference via Hamiltonian cycles,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,5,0,5
2014,Do dark pools harm price discovery?,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,11,9,9,15,16,18,13,13,127,0,127
2014,Delegation and motivation,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2014,The demand for gasoline: Evidence from household survey data,8837252,Journal of Applied Econometrics,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,3,0,1,3,0,1,0,18,0,18
2014,Forecasting returns: New European evidence,9275398,Journal of Empirical Finance,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,5,4,2,4,1,30,0,30
2014,Growing Complexity and Greater Sophistication in Agriculture,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2014,Enjoying the quiet life under deregulation? Not quite,8837252,Journal of Applied Econometrics,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,0,1,1,4,15,0,15
2014,Optimal portfolio choice with predictability in house prices and transaction costs,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,3,4,3,0,2,21,0,21
2014,"Presidential Address: False Choices, Policy Framing, and the Promise of ""Big Data""",2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,2,2,1,1,0,0,15,0,15
2014,"The Forgotten Summer: Does the Offer of College Counseling After High School Mitigate Summer Melt Among College-Intending, Low-Income High School Graduates?",2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,11,9,8,7,5,6,65,0,65
2014,The impact of macro news and central bank communication on emerging European forex markets,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,6,1,2,3,2,4,2,32,0,32
2014,Contracting for Canola in the Great Plains States,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3
2014,"""Living Here has Changed My Whole Perspective"": How Escaping Inner-City Poverty Shapes Neighborhood and Housing Choice",2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,4,11,3,3,6,4,3,54,0,54
2014,The relationship between income and children's outcomes: A synthesis of Canadian evidence,3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,2,0,0,4,0,1,20,0,20
2014,"""Big data"" in research on social policy",2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,1,0,1,2,0,23,0,23
2014,Welfare Effects of Food Safety Recalls,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2
2014,Long-run and short-run determinants of sovereign bond yields in advanced economies,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,5,12,8,6,8,12,67,0,67
2014,Measures to tame credit growth: Are they effective?,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,8,0,8
2014,"The interest rate spreads in the Czech Republic: Different loans, different determinants?",9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,3,2,1,2,14,0,14
2014,Hold or roll: Reaching the goal in jeopardy race games,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Federal impaired driving policy: Moving beyond half measures,3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,0,4
2014,Improving the Implementation and Effectiveness of Out-of-School-Time Tutoring,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,4,2,17,1,18
2014,A Real Options Approach for the Investment Decisions of a Farm-Based Anaerobic Digester,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,0,0,2,14,0,14
2014,Special Symposium on Qualitative and Mixed-Methods for Policy Analysis,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,3,3,0,13,0,13
2014,Tax Code Knowledge and Behavioral Responses Among EITC Recipients: Policy Insights from Qualitative Data,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,2,1,3,3,2,3,24,0,24
2014,Demand and supply drivers of foreign currency loans in CEECs: A meta-analysis,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,4,6,2,0,4,25,0,25
2014,Who's in the cockpit? The political economy of collaborative aircraft decisions,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,7,2,2,2,7,34,0,34
2014,Games with a local permission structure: Separation of authority and value generation,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,4
2014,"Public policy, access to government, and qualitative research practices: Conducting research within a culture of information control",3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,1,0,2,13,0,13
2014,Aging population and driver licensing: A policy perspective,3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3
2014,"Effects of Crop Prices, Nuisance Costs, and Wetland Regulation on Saskatchewan NAWMP Implementation Goals",83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,1,8,0,8
2014,If nudge cannot be applied: A litmus test of the readers' stance on paternalism,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,4,0,4
2014,Making Ends Meet After Prison,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,9,16,21,18,13,19,17,16,143,0,143
2014,Competition and product innovation in dynamic oligopoly,15707156,Quantitative Marketing and Economics,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1,3,2,3,1,2,24,0,24
2014,Costly and discrete communication: An experimental investigation,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,5,0,5
2014,"Partnering and Parenting in Poverty: A Qualitative Analysis of a Relationship Skills Program for Low-Income, Unmarried Families",2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,4,1,1,0,16,0,16
2014,Testing for statistical arbitrage in credit derivatives markets,9275398,Journal of Empirical Finance,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,3
2014,Non-market cooperation and the variety of finance capitalism in advanced democracies,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,1,2,0,1,0,0,12,0,12
2014,Diaspora-owned firms and social responsibility,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,2,2,5,1,2,1,3,26,0,26
2014,Paradigm shift in the global IP regime: The agency of academics,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,2,1,2,4,1,2,3,28,0,28
2014,Generalizing causal knowledge in the policy sciences: External validity as a task of both multiattribute representation and multiattribute extrapolation,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,3,2,3,3,1,1,23,0,23
2014,Opting or not opting to share income tax information with the Census: Does it affect research findings?,3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,0,4
2014,"The cost of government: Decomposing provincial expenditures, 1981-2007",3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,Look before you leap: Why politicians may have a point to be hesitant about the gains from trade,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A Two Factor Model for Water Prices and Its Implications for Evaluating Real Options and Other Water Price Derivatives,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2014,How long has it been since the last deal? Consumer promotion timing expectations and promotional response,15707156,Quantitative Marketing and Economics,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,2,4,0,13,0,13
2014,Can Small High Schools of Choice Improve Educational Prospects for Disadvantaged Students?,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,6,3,7,6,2,9,4,57,0,57
2014,Data will drive innovation in public policy and management research in the next decade,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,7,3,6,3,1,1,4,38,0,38
2014,On the significance of the prior of a correct decision in committees,405833,Theory and Decision,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
2014,An alternative socio-ecological strategy? International trade unions' engagement with climate change,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,4,9,16,13,8,5,66,0,66
2014,Subnational politics and foreign direct investment in Mexico,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,2,2,12,0,12
2014,The European rescue of the Washington Consensus? EU and IMF lending to Central and Eastern European countries,9692290,Review of International Political Economy,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,5,7,16,8,10,8,8,8,13,103,0,103
2014,Evaluating the relationship between pay and research productivity: Panel data evidence from Ontario universities,3170861,Canadian Public Policy,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,8,0,8
2014,Bayesian estimation of the random coefficients logit from aggregate count data,15707156,Quantitative Marketing and Economics,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
2014,Internal versus external validity: Where are policy analysts going?,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,3
2014,Determinants of total factor productivity in former Soviet Union economies: A stochastic frontier approach,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,2,2,6,0,6,5,31,0,31
2014,When Do Regression-Adjusted Performance Measures Track Longer-Term Program Impacts? A Case Study for Job Corps,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2
2014,Bank valuation in new EU member countries,9393625,Economic Systems,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,5,0,5
2014,Revisiting the Income Tax Effects of Legalizing Same-Sex Marriages,2768739,Journal of Policy Analysis and Management,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,3,1,0,2,13,0,13
2014,Bond supply and excess bond returns,8939454,Review of Financial Studies,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,13,17,26,26,32,10,23,23,186,0,186
2014,La Participation des Adhérents Dans Leurs Coopératives Agricoles: Une Étude Exploratoire du Secteur Céréalier Français,83976,Canadian Journal of Agricultural Economics,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,5,0,5
2014,"Occupational choice, number of entrepreneurs and output: Theory and empirical evidence with Spanish data",18694195,SERIEs,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,5,0,5
2014,Immigration and student achievement in Spain: Evidence from PISA,18694195,SERIEs,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,3,4,4,3,5,31,0,31
2014,The role of platform quality and publicly owned platforms in the free-to-air broadcasting industry,18694195,SERIEs,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,5,0,5
2014,Gender gaps in Spain: Policies and outcomes over the last three decades,18694195,SERIEs,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,4,3,1,1,4,6,28,0,28
2014,Aspirations: An approach to measurement with validation using ethiopian data,9638024,Journal of African Economies,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,6,5,1,12,10,11,12,68,0,68
2014,Global retail chains and the supplying industries: Evidence from romania,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,"Openness, investment and growth in Sub-Saharan Africa",9638024,Journal of African Economies,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,1,4,6,3,3,29,0,29
2014,Bail-in or bail-out: The case of spain,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2014,The determinants of localization and urbanization economies: Evidence from the location of new firms in Spain,224146,Journal of Regional Science,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,7,5,5,5,5,3,47,0,47
2014,Tourism and the 2010 World Cup: Lessons for developing countries,9638024,Journal of African Economies,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,2,2,2,4,6,3,4,36,0,36
2014,Inter-temporal changes in well-being during conditions of hyperinflation: Evidence from zimbabwe,9638024,Journal of African Economies,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,6,0,6
2014,Insights from a tax-systems perspective,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,1,1,3,1,1,15,0,15
2014,Coordination of pension systems when technologies are different,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Has medical innovation reduced cancer mortality?,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2,2,13,0,13
2014,Policy implications of changing longevity,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2
2014,The role of economic policy in climate change adaptation,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,3,3,1,2,0,0,0,18,0,18
2014,UK fiscal multipliers in the postwar era: Do state dependent shocks matter?,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,5,0,5
2014,The making of america's imbalances,1610241X,CESifo Economic Studies,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,3
2014,Can school characteristics influence university entrance scores?,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,0,4
2014,Youth allowance and the financial position of young australians,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,5,0,5
2014,"Asset allocation policy, returns and expenses of superannuation funds: Recent evidence based on default options",49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,5,0,5
2014,The impact of school academic quality on low socioeconomic status students,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,1,1,10,0,10
2014,Evaluating infrastructure projects under risk and uncertainty: A checklist of issues,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,5,0,5
2014,Are we there yet? Youth transitions in Australia,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2
2014,Firm value in emerging network industries,1676245,Information Economics and Policy,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,3
2014,Young people's aspirations and their occupational outcomes,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,3,1,11,0,11
2014,"The 'Gap Year' in Australia: Incidence, participant characteristics and outcomes",49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,2,0,1,9,0,9
2014,Occupational differences and the Australian gender wage gap,49018,Australian Economic Review,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,1,0,8,0,8
2014,99 Cent: Price points in e-commerce,1676245,Information Economics and Policy,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,0,1,1,12,0,12
2014,Identifying the response of fertility to financial incentives,8837252,Journal of Applied Econometrics,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,5,2,3,4,7,9,42,1,43
2014,"The new national quality framework: Quantifying some of the effects on labour supply, child care demand and household finances for two-parent households",130249,Economic Record,90,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,3
2014,Exports and property prices in France: Are they connected?,3785920,World Economy,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,0,4
2014,Isolating the network effect of immigrants on trade,3785920,World Economy,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,4,8,4,5,7,5,4,51,0,51
2014,Does human capital protect workers against exogenous shocks? evidence from panel data on south africa during the 2008-2009 crisis,382280,South African Journal of Economics,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,3
2014,Internal migration of blacks in south africa: An application of the roy model,382280,South African Journal of Economics,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,0,4
2014,Is the art market more bourgeois than bohemian?,224146,Journal of Regional Science,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,2,0,0,10,0,10
2014,Divorce law reforms and divorce rates in the USA: An interactive fixed-effects approach,8837252,Journal of Applied Econometrics,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,4,5,5,2,4,6,34,0,34
2014,Reforming property rights institutions in developing countries: Can FDI inflows help?,3785920,World Economy,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Intraregional spillovers in South America: Is Brazil systemic after all?,3785920,World Economy,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,3
2014,How sensitive are retirement decisions to financial incentives? A stated preference analysis,8837252,Journal of Applied Econometrics,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,3,3,3,4,29,0,29
2014,Housing development and urbanisation in China,3785920,World Economy,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5,2,6,2,2,3,1,28,0,28
2014,"Unpacking the beauty premium: What channels does it operate through, and has it changed over time?",130249,Economic Record,90,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,1,5,6,3,2,5,32,0,32
